codigo_material_recibido,cantidad_actual
MCR68420588-2510160005,100
MCR68420588-2510160004,100
MCR68420588-2510160003,100
MCR68420588-2510160001,100
MCR68420588-2510100007,100
MCR68420588-2510100008,100
MCR68420588-2510100009,100
MCR68420588-2510100010,100
MCR68420588-2510100011,100
MCR68420588-2510100012,100
MCR68420588-2510100004,100
MCR68420588-2510100001,100
MCR68420588-2510100002,100
MCR68420588-2510100003,100
MCR68420588-2510100005,100
MCR68420588-2510100006,100
MCR68420588-2509120002,100
MCR68420588-2509120001,100
MCR68420588-2509020002,100
MCR68420588-2510010002,100
MCR68420588-2510010001,100
MCR68420573-2507040008,72
MCR68420573-2503240001,61
MCR68420573-2503240008,100
MCR68420573-2503240007,100
MCR68420573-2503240006,100
MCR68420573-2503240005,100
MCR68420573-2503240004,100
MCR68420573-2503240002,100
MCR68420573-2503240003,100
MCR68420573-2507040003,100
MCR68420573-2507040001,100
MCR68420573-2507040004,100
MCR68420573-2501220006,100
MCR68420573-2501220003,100
MCR68420573-2501220005,100
MCR68420573-2501220004,100
MCR68420573-2503250003,100
MCR68420573-2507040002,100
MCR68420573-2507040005,100
MCR68420573-2507040006,100
MCR68420573-2507040007,100
MCR68420573-2503250011,100
MCR68420573-2503250012,100
MCR68420573-2503250017,102
MCR68420573-2503250016,100
MCR68420573-2503250015,100
MCR68420573-2503250014,100
MCR68420573-2503250013,100
MCR68420573-2503250006,100
MCR68420573-2503250004,100
MCR68420573-2503250007,100
MCR68420573-2503250008,100
MCR68420573-2503250010,100
MCR68420573-2503250009,100
MCR68420573-2503250005,100
MCR68420539-2510280001,39
MCR68420539-2512080012,100
MCR68420539-2512080011,100
MCR68420539-2512080010,100
MCR68420539-2512080009,100
MCR68420539-2512080008,100
MCR68420539-2512080007,100
MCR68420539-2512080006,100
MCR68420539-2512080005,100
MCR68420539-2512080004,100
MCR68420539-2512080003,100
MCR68420539-2512080002,100
MCR68420539-2512080001,100
MCR68420539-2510280024,100
MCR68420539-2510280023,100
MCR68420539-2510280022,100
MCR68420539-2510280021,100
MCR68420539-2510280020,100
MCR68420539-2510280019,100
MCR68420539-2510280018,100
MCR68420539-2510280017,100
MCR68420539-2510280016,100
MCR68420539-2510280015,100
MCR68420539-2510280014,100
MCR68420539-2510280013,100
MCR68420539-2510280012,100
MCR68420539-2510280011,100
MCR68420539-2510280010,100
MCR68420539-2510280009,100
MCR68420539-2510280008,100
MCR68420539-2510280007,100
MCR68420539-2510280006,100
MCR68420539-2510280005,100
MCR68420539-2510280004,100
MCR68420539-2510280003,100
MCR68420539-2510280002,100
MCR68420547-2512050047,100
MCR68420547-2512050046,100
MCR68420547-2512050045,100
MCR68420547-2512050044,100
MCR68420547-2512050043,100
MCR68420547-2512050042,100
MCR68420547-2512050041,100
MCR68420547-2512050040,100
MCR68420547-2512050039,100
MCR68420547-2512050038,100
MCR68420547-2512050037,100
MCR68420547-2512050036,100
MCR68420547-2512050035,100
MCR68420547-2512050034,100
MCR68420547-2512050033,100
MCR68420547-2512050032,100
MCR68420547-2512050031,100
MCR68420547-2512050030,100
MCR68420547-2512050029,100
MCR68420547-2512050028,100
MCR68420547-2512050027,100
MCR68420547-2512050026,100
MCR68420547-2512050025,100
MCR68420547-2512050024,100
MCR68420547-2512050023,100
MCR68420547-2512050022,100
MCR68420547-2512050021,100
MCR68420547-2512050020,100
MCR68420547-2512050019,100
MCR68420547-2512050018,100
MCR68420547-2512050017,100
MCR68420547-2512050016,100
MCR68420547-2512050015,100
MCR68420547-2512050014,100
MCR68420547-2512050013,100
MCR68420547-2512050012,100
MCR68420547-2512050011,100
MCR68420547-2512050010,100
MCR68420547-2512050009,100
MCR68420547-2512050008,100
MCR68420547-2512050007,100
MCR68420547-2512050006,100
MCR68420547-2512050005,100
MCR68420547-2512050003,100
MCR68420547-2512050002,100
MCR68420547-2512050001,112
MCR68420547-2511250001,88
MCR68420547-2509270040,100
MCR68420547-2509270041,100
MCR68420547-2509270042,100
MCR68420547-2509270043,100
MCR68420547-2509270044,100
MCR68420547-2509220042,100
MCR68420597-2503130001,59
MCR68420597-2504250007,100
MCR68420597-2504250006,100
MCR68420597-2504250005,100
MCR68420597-2504250003,100
MCR68420597-2504250004,100
MCR68420597-2504250002,100
MCR68420597-2504250001,27
MCR68420547-2510160009,100
MCR68420547-2510160003,100
MCR68420547-2510160010,100
MCR68420547-2510160012,100
MCR68420547-2510160013,100
MCR68420547-2510160008,100
MCR68420547-2510160016,100
MCR68420547-2510160017,100
MCR68420547-2510160018,100
MCR68420547-2510160019,100
MCR68420547-2510160020,100
MCR68420547-2510160015,100
MCR68420547-2510160014,100
MCR68420547-2510100005,100
MCR68420547-2510100004,100
MCR68420547-2510100001,100
MCR68420547-2510100008,100
MCR68420547-2510100011,100
MCR68420547-2510100010,100
MCR68420547-2510100012,100
MCR68420547-2510100007,100
MCR68420547-2509220017,100
MCR68420547-2510100009,100
MCR68420547-2509220047,100
MCR68420547-2509220046,100
MCR68420547-2509220045,100
MCR68420547-2510100006,100
MCR68420547-2510100003,100
MCR68420547-2510100030,100
MCR68420547-2510100029,100
MCR68420547-2510100037,100
MCR68420547-2510100036,100
MCR68420547-2510100028,100
MCR68420547-2510100027,100
MCR68420547-2510100026,100
MCR68420547-2510100031,100
MCR68420547-2510100032,100
MCR68420547-2510100035,100
MCR68420547-2510100034,100
MCR68420547-2510100033,100
MCR68420547-2510100039,100
MCR68420547-2510100038,100
MCR68420547-2510010033,100
MCR68420547-2510010054,100
MCR68420547-2510010060,100
MCR68420547-2510010059,100
MCR68420547-2510010058,100
MCR68420547-2510010057,100
MCR68420547-2510010042,100
MCR68420547-2510010043,100
MCR68420547-2510010040,100
MCR68420547-2510010041,100
MCR68420547-2510010036,100
MCR68420547-2510010044,100
MCR68420547-2510010045,100
MCR68420547-2510010038,100
MCR68420547-2510010039,100
MCR68420593-2505230014,100
MCR68420593-2505230013,100
MCR68420593-2505230012,100
MCR68420593-2505230011,100
MCR68420593-2505230010,100
MCR68420593-2505230009,100
MCR68420593-2505230008,100
MCR68420593-2505230006,100
MCR68420593-2505230007,100
MCR68420593-2505230005,100
MCR68420593-2505230004,100
MCR68420593-2505230003,100
MCR68420593-2505230002,100
MCR68420593-2505230001,56
MCR68420593-2503130001,56
MCR68420593-2504250007,100
MCR68420593-2504250006,100
MCR68420593-2504250005,100
MCR68420593-2504250004,100
MCR68420593-2504250003,100
MCR68420593-2504250002,100
MCR68420593-2504250001,89
MCR68420595-2509030027,100
MCR68420595-2509030028,64
MCR68420595-2509030026,100
MCR68420595-2509030025,100
MCR68420595-2509030024,100
MCR68420595-2509030023,100
MCR68420595-2509030022,100
MCR68420595-2509030021,100
MCR68420595-2509030020,100
MCR68420595-2509030019,100
MCR68420595-2509030018,100
MCR68420595-2509030017,100
MCR68420595-2509030016,100
MCR68420595-2509030015,100
MCR68420595-2509030014,100
MCR68420595-2509030013,100
MCR68420595-2509030012,100
MCR68420595-2509030011,100
MCR68420595-2509030010,100
MCR68420595-2509030009,100
MCR68420595-2509030008,100
MCR68420595-2509030007,100
MCR68420595-2509030006,100
MCR68420595-2509030005,100
MCR68420595-2509030004,100
MCR68420595-2509030003,100
MCR68420595-2509030002,100
MCR68420595-2509030001,100
MCR68420595-2505080008,100
MCR68420595-2505080007,100
MCR68420595-2505080006,100
MCR68420595-2505080005,100
MCR68420595-2505080004,100
MCR68420595-2505080003,100
MCR68420595-2505080002,100
MCR68420595-2505080001,86
MCR68420595-2503130001,64
MCR68420565-2507030030,100
MCR68420565-2507030028,100
MCR68420565-2507030026,100
MCR68420565-2507250043,100
MCR68420565-2507040008,100
MCR68420565-2507040005,100
MCR68420565-2507250045,100
MCR68420565-2507040002,100
MCR68420565-2507040001,100
MCR68420565-2507040006,100
MCR68420565-2507040010,100
MCR68420565-2507040011,100
MCR68420565-2507040003,100
MCR68420565-2507040004,100
MCR68420565-2507040013,100
MCR68420565-2507040014,100
MCR68420565-2507040012,100
MCR68420565-2508180017,100
MCR68420565-2508180018,100
MCR68420565-2508180019,100
MCR68420565-2508180020,100
MCR68420565-2508180021,100
MCR68420565-2508180022,100
MCR68420565-2508180023,100
MCR68420565-2508180024,100
MCR68420565-2508180015,100
MCR68420565-2508180014,100
MCR68420565-2508180013,100
MCR68420565-2508180012,100
MCR68420565-2508180011,100
MCR68420565-2508180016,100
MCR68420565-2508180009,100
MCR68420565-2508180010,100
MCR68420565-2508180002,100
MCR68420565-2508180007,100
MCR68420565-2508180008,100
MCR68420565-2508180006,100
MCR68420565-2508180005,100
MCR68420565-2508180003,100
MCR68420565-2508180004,100
MCR68420565-2507040039,100
MCR68420565-2507030023,100
MCR68420565-2507250034,100
MCR68420565-2507250035,100
MCR68420565-2507250009,100
MCR68420565-2507250008,100
MCR68420565-2507250039,100
MCR68420565-2507030003,100
MCR68420565-2507250046,100
MCR68420565-2507250040,100
MCR68420565-2507040007,100
MCR68420565-2507040009,100
MCR68420565-2507250044,100
MCR68420565-2507250041,100
MCR68420565-2507030016,100
MCR68420565-2507250042,100
MCR68420565-2507040034,100
MCR68420565-2506250009,100
MCR68420565-2506250030,100
MCR68420565-2506250029,100
MCR68420565-2506250025,100
MCR68420565-2506250023,100
MCR68420565-2506250020,100
MCR68420565-2506250022,100
MCR68420565-2506250021,100
MCR68420565-2506250027,100
MCR68420565-2506250028,100
MCR68420565-2506250031,100
MCR68420565-2506250024,100
MCR68420565-2506250026,100
MCR68420565-2507040031,100
MCR68420565-2507040038,100
MCR68420565-2507040037,100
MCR68420565-2507040036,100
MCR68420565-2507040035,100
MCR68420565-2507040033,100
MCR68420565-2507040032,100
MCR68420565-2507040046,100
MCR68420565-2507040045,100
MCR68420565-2507040041,100
MCR68420565-2507040044,100
MCR68420565-2507040040,100
MCR68420565-2507040043,100
MCR68420565-2507040042,100
MCR68420565-2507140016,29
MCR68420565-2508180001,75
MCR68420565-2507030010,100
MCR68420565-2507250007,100
MCR68420565-2507250006,100
MCR68420565-2507250001,100
MCR68420565-2507250002,100
MCR68420565-2507250003,100
MCR68420565-2507250012,100
MCR68420565-2507250013,100
MCR68420565-2506250008,100
MCR68420565-2507250014,100
MCR68420565-2507250015,100
MCR68420565-2507250011,100
MCR68420565-2507250004,100
MCR68420565-2507250010,100
MCR68420565-2507250005,100
MCR68420565-2507030035,100
MCR68420565-2507030034,100
MCR68420565-2507030032,100
MCR68420565-2507030033,100
MCR68420565-2507040015,100
MCR68420565-2507030038,100
MCR68420565-2507030042,100
MCR68420565-2507030040,100
MCR68420565-2507030041,100
MCR68420565-2507030044,100
MCR68420565-2507030045,100
MCR68420565-2507030043,100
MCR68420565-2506250032,100
MCR68420565-2506250033,100
MCR68420565-2507030036,100
MCR68420565-2507030037,100
MCR68420565-2506250047,100
MCR68420565-2506250046,100
MCR68420565-2506250040,100
MCR68420565-2506250039,100
MCR68420565-2506250041,100
MCR68420565-2506250042,100
MCR68420565-2506250035,100
MCR68420565-2506250036,100
MCR68420565-2506250043,100
MCR68420565-2506250044,100
MCR68420565-2506250045,100
MCR68420565-2506250037,100
MCR68420565-2506250038,100
MCR68420565-2506250034,100
MCR68420565-2507030029,100
MCR68420565-2507030025,100
MCR68420565-2507030024,100
MCR68420565-2507030031,100
MCR68420565-2507030027,100
MCR68420565-2507030018,100
MCR68420565-2507030021,100
MCR68420565-2507030017,100
MCR68420565-2507030022,100
MCR68420565-2507030019,100
MCR68420565-2507030020,100
MCR68420570-2506260028,100
MCR68420570-2506260027,100
MCR68420570-2506260026,100
MCR68420570-2506260025,100
MCR68420570-2506260024,100
MCR68420570-2506260023,100
MCR68420570-2506260022,100
MCR68420570-2506260021,100
MCR68420570-2506260020,100
MCR68420570-2506260019,100
MCR68420570-2506260017,100
MCR68420570-2506260018,100
MCR68420570-2506260016,100
MCR68420570-2506260015,100
MCR68420570-2506260014,100
MCR68420570-2506260012,100
MCR68420570-2506260013,100
MCR68420570-2506260011,100
MCR68420570-2506260010,100
MCR68420570-2506260008,100
MCR68420570-2506260009,100
MCR68420570-2506260007,100
MCR68420570-2506260005,100
MCR68420570-2506260006,100
MCR68420570-2506260004,100
MCR68420570-2506260003,100
MCR68420570-2506260002,100
MCR68420570-2506260001,39
49111007000-2512160160,500
49111007000-2512160159,500
49111007000-2512160158,500
49111007000-2512160157,500
49111007000-2512160156,500
49111007000-2512160155,500
49111007000-2512160154,500
49111007000-2512160153,500
49111007000-2512160152,500
49111007000-2512160151,500
49111007000-2512160150,500
49111007000-2512160149,500
49111007000-2512160148,500
49111007000-2512160147,500
49111007000-2512160146,500
49111007000-2512160145,500
49111007000-2512160144,500
49111007000-2512160143,500
49111007000-2512160142,500
49111007000-2512160141,500
49111007000-2512160140,500
49111007000-2512160139,500
49111007000-2512160138,500
49111007000-2512160137,500
49111007000-2512160136,500
49111007000-2512160135,500
49111007000-2512160134,500
49111007000-2512160133,500
49111007000-2512160132,500
49111007000-2512160131,500
49111007000-2512160130,500
49111007000-2512160129,500
49111007000-2512160128,500
49111007000-2512160127,500
49111007000-2512160126,500
49111007000-2512160125,500
49111007000-2512160124,500
49111007000-2512160123,500
49111007000-2512160122,500
49111007000-2512160121,500
49111007000-2512160120,500
49111007000-2512160119,500
49111007000-2512160118,500
49111007000-2512160117,500
49111007000-2512160116,500
49111007000-2512160115,500
49111007000-2512160114,500
49111007000-2512160113,500
49111007000-2512160112,500
49111007000-2512160111,500
49111007000-2512160110,500
49111007000-2512160109,500
49111007000-2512160108,500
49111007000-2512160107,500
49111007000-2512160106,500
49111007000-2512160105,500
49111007000-2512160104,500
49111007000-2512160103,500
49111007000-2512160102,500
49111007000-2512160101,500
49111007000-2512160100,500
49111007000-2512160099,500
49111007000-2512160098,500
49111007000-2512160097,500
49111007000-2512160096,500
49111007000-2512160095,500
49111007000-2512160094,500
49111007000-2512160093,500
49111007000-2512160092,500
49111007000-2512160091,500
49111007000-2512160090,500
49111007000-2512160089,500
49111007000-2512160088,500
49111007000-2512160087,500
49111007000-2512160086,500
49111007000-2512160085,500
49111007000-2512160084,500
49111007000-2512160083,500
49111007000-2512160082,500
49111007000-2512160081,500
49111007000-2512160080,500
49111007000-2512160079,500
49111007000-2512160078,500
49111007000-2512160077,500
49111007000-2512160076,500
49111007000-2512160075,500
49111007000-2512160074,500
49111007000-2512160073,500
49111007000-2512160072,500
49111007000-2512160071,500
49111007000-2512160070,500
49111007000-2512160069,500
49111007000-2512160068,500
49111007000-2512160067,500
49111007000-2512160066,500
49111007000-2512160065,500
49111007000-2512160064,500
49111007000-2512160063,500
49111007000-2512160062,500
49111007000-2512160061,500
49111007000-2512160060,500
49111007000-2512160059,500
49111007000-2512160058,500
49111007000-2512160057,500
49111007000-2512160056,500
49111007000-2512160055,500
49111007000-2512160054,500
49111007000-2512160053,500
49111007000-2512160052,500
49111007000-2512160051,500
49111007000-2512160050,500
49111007000-2512160049,500
49111007000-2512160048,500
49111007000-2512160047,500
49111007000-2512160046,500
49111007000-2512160045,500
49111007000-2512160044,500
49111007000-2512160043,500
49111007000-2512160042,500
49111007000-2512160041,500
49111007000-2512160040,500
49111007000-2512160039,500
49111007000-2512160038,500
49111007000-2512160037,500
49111007000-2512160036,500
49111007000-2512160035,500
49111007000-2512160034,500
49111007000-2512160033,500
49111007000-2512160032,500
49111007000-2512160031,500
49111007000-2512160030,500
49111007000-2512160029,500
49111007000-2512160028,500
49111007000-2512160027,500
49111007000-2512160026,500
49111007000-2512160025,500
49111007000-2512160024,500
49111007000-2512160022,500
49111007000-2512160023,500
49111007000-2512160021,500
49111007000-2512160020,500
49111007000-2512160019,500
49111007000-2512160018,500
49111007000-2512160017,500
49111007000-2512160016,500
49111007000-2512160015,500
49111007000-2512160014,500
49111007000-2512160013,500
49111007000-2512160012,500
49111007000-2512160011,500
49111007000-2512160010,500
49111007000-2512160009,500
49111007000-2512160008,500
49111007000-2512160007,500
49111007000-2512160006,500
49111007000-2512160005,500
49111007000-2512160004,500
49111007000-2512160003,500
49111007000-2512160002,500
49111007000-2512160001,500
S1000-2512150010,1
S1000-2512150009,1
S1000-2512150008,1
S1000-2512150007,1
S1000-2512150006,1
S1000-2512150005,1
S1000-2512150004,1
S1000-2512150003,1
S1000-2512150002,1
S1000-2512150001,1
7242HDHC01A-2512220010,1
7242HDHC01A-2512220009,1
7242HDHC01A-2512220008,1
7242HDHC01A-2512220007,1
7242HDHC01A-2512220006,1
7242HDHC01A-2512220005,1
7242HDHC01A-2512220004,1
7242HDHC01A-2512220003,1
7242HDHC01A-2512220002,1
7242HDHC01A-2512120010,1
7242HDHC01A-2512120008,1
7242HDHC01A-2512120009,1
7242HDHC01A-2512120007,1
7242HDHC01A-2512120006,1
7242HDHC01A-2512120005,1
7242HDHC01A-2512120004,1
7242HDHC01A-2512120003,1
7242HDHC01A-2512120002,1
7242HDHC01A-2512120001,1
RAC31714502-2507150010,1
RAC31714502-2507150009,1
RAC31714502-2507150008,1
RAC31714502-2507150007,1
RAC31714502-2507150006,1
RAC31714502-2507150005,1
RAC31714502-2507150004,1
RAC31714502-2507150003,1
RAC31714502-2507150002,1
RAC31714502-2507150001,1
RAC31714502-2507160020,1
RAC31714502-2507160019,1
RAC31714502-2507160018,1
RAC31714502-2507160017,1
RAC31714502-2507160016,1
RAC31714502-2507160015,1
RAC31714502-2507160014,1
RAC31714502-2507160013,1
RAC31714502-2507160012,1
RAC31714502-2507160011,1
RAC31714502-2507160010,1
RAC31714502-2507160009,1
RAC31714502-2507160008,1
RAC31714502-2507160007,1
RAC31714502-2507160006,1
RAC31714502-2507160005,1
RAC31714502-2507160004,1
RAC31714502-2507160003,1
RAC31714502-2507160002,1
RAC31714502-2507160001,1
RAC31714502-2506200010,1
RAC31714502-2506200009,1
RAC31714502-2506200008,1
RAC31714502-2506200007,1
RAC31714502-2506200005,1
RAC31714502-2506200006,1
RAC31714502-2506200004,1
RAC31714502-2506200003,1
RAC31714502-2506200002,1
RAC31714502-2505310010,1
RAC31714502-2505310009,1
RAC31714502-2505310008,1
RAC31714502-2505310007,1
RAC31714502-2505310006,1
RAC31714502-2505310005,1
RAC31714502-2505310004,1
RAC31714502-2505310003,1
RAC31714502-2505310002,1
RAC31714502-2505310001,1
RAC31714502-2505130010,1
RAC31714502-2505130009,1
RAC31714502-2505130008,1
RAC31714502-2505130007,1
RAC31714502-2505130006,1
RAC31714502-2505130005,1
RAC31714502-2505130004,1
RAC31714502-2505130003,1
RAC31714502-2505130002,1
RAC31714502-2505130001,1
RAC31714502-2504180010,1
RAC31714502-2504180009,1
RAC31714502-2504180008,1
RAC31714502-2504180007,1
RAC31714502-2504180006,1
RAC31714502-2504180005,1
RAC31714502-2504180004,1
RAC31714502-2504180003,1
